Order_ID,Date,Product,Category,Region,Segment,Sales_Rep,Quantity,Unit_Price,Discount,Revenue,Status
ORD-20545,2024-05-27,Mouse,Accessories,South,Premium,Eva Patel,6,44.78,0.04,257.91,Completed
ORD-20836,2024-05-27,Headset,Electronics,West,Premium,Bob Chen,12,131.69,0.08,1453.86,Completed
ORD-20103,2024-05-27,Headset,Electronics,West,Standard,Grace Lee,3,119.55,0.15,304.85,Returned
ORD-20116,2024-05-27,Laptop,Electronics,East,Standard,Eva Patel,4,1115.49,0.07,4149.62,Returned
ORD-20089,2024-05-27,Docking Station,Accessories,East,Budget,Henry Zhang,12,185.75,0.02,2184.4,Completed
ORD-20510,2024-05-27,Mouse,Accessories,South,Standard,Bob Chen,12,44.5,0.11,475.3,Pending
ORD-20417,2024-05-27,Laptop,Electronics,West,Premium,Bob Chen,9,1300.51,0.09,10651.21,Completed
ORD-20048,2024-05-28,Keyboard,Accessories,North,Budget,Grace Lee,8,80.69,0.14,555.12,Completed
ORD-20926,2024-05-28,Monitor,Electronics,East,Premium,David Kim,5,352.11,0.16,1478.85,Returned
ORD-20891,2024-05-28,Docking Station,Accessories,North,Standard,Grace Lee,11,203.89,0.14,1928.84,Completed
ORD-20975,2024-05-29,Mouse,Accessories,North,Budget,David Kim,11,41.35,0.11,404.84,Completed
ORD-20711,2024-05-29,USB Hub,Accessories,South,Premium,Bob Chen,11,35.26,0.15,329.65,Completed
ORD-21080,2024-05-29,Headset,Electronics,South,Budget,Carol Singh,7,121.4,0.15,722.32,Pending
ORD-21078,2024-05-30,Monitor,Electronics,North,Standard,Eva Patel,5,341.81,0.17,1418.5,Completed
ORD-20787,2024-05-30,Keyboard,Accessories,North,Premium,Bob Chen,6,79.56,0.17,396.22,Pending
ORD-20610,2024-05-31,Monitor,Electronics,South,Standard,Henry Zhang,7,333.65,0.06,2195.42,Completed
ORD-20725,2024-05-31,Docking Station,Accessories,East,Budget,Bob Chen,6,202.65,0.16,1021.37,Returned
ORD-20424,2024-05-31,USB Hub,Accessories,South,Premium,Frank Torres,8,36.5,0.06,274.5,Completed
ORD-20946,2024-06-01,Mouse,Accessories,East,Standard,Alice Monroe,5,41.49,0.06,195.02,Pending
ORD-20033,2024-06-01,Headset,Electronics,South,Standard,Frank Torres,1,117.61,0.02,115.25,Returned
ORD-21179,2024-06-01,Webcam,Electronics,North,Budget,Alice Monroe,7,88.94,0.02,610.12,Completed
ORD-20239,2024-06-01,USB Hub,Accessories,South,Budget,David Kim,1,35.7,0.05,33.91,Completed
ORD-20648,2024-06-02,Mouse,Accessories,South,Standard,Grace Lee,9,45.09,0.01,401.79,Returned
ORD-20690,2024-06-02,Mouse,Accessories,East,Premium,Henry Zhang,3,49.44,0.12,130.52,Pending
ORD-20779,2024-06-03,Docking Station,Accessories,East,Standard,Frank Torres,7,180.2,0.14,1084.81,Completed
ORD-20196,2024-06-03,Laptop,Electronics,South,Budget,Alice Monroe,12,1243.34,0.08,13726.51,Completed
ORD-21116,2024-06-03,Headset,Electronics,East,Premium,Carol Singh,6,125.92,0.07,702.63,Returned
ORD-20275,2024-06-03,Laptop,Electronics,East,Standard,Grace Lee,12,1197.17,0.16,12067.48,Completed
ORD-21012,2024-06-03,Monitor,Electronics,North,Premium,Carol Singh,4,376.21,0.04,1444.65,Completed
ORD-20166,2024-06-03,Headset,Electronics,West,Budget,Carol Singh,2,118.96,0.12,209.37,Completed
ORD-20519,2024-06-05,USB Hub,Accessories,North,Budget,David Kim,1,33.21,0.08,30.56,Pending
ORD-20386,2024-06-05,Webcam,Electronics,North,Premium,Carol Singh,7,92.87,0.13,565.59,Completed
ORD-20841,2024-06-05,Mouse,Accessories,West,Budget,David Kim,10,44.58,0.09,405.65,Completed
ORD-20004,2024-06-05,Keyboard,Accessories,East,Standard,Frank Torres,6,85.27,0.02,501.4,Pending
ORD-20830,2024-06-05,Laptop,Electronics,East,Budget,Frank Torres,1,1093.09,0.19,885.4,Completed
ORD-20329,2024-06-06,Monitor,Electronics,East,Premium,Eva Patel,9,320.23,0.18,2363.31,Completed
ORD-20511,2024-06-06,Monitor,Electronics,West,Standard,David Kim,3,317.63,0.01,943.35,Completed
ORD-21062,2024-06-06,Laptop,Electronics,East,Premium,Alice Monroe,12,1129.9,0.15,11524.95,Pending
ORD-20688,2024-06-06,Keyboard,Accessories,South,Premium,Eva Patel,8,79.63,0.18,522.36,Completed
ORD-20848,2024-06-07,USB Hub,Accessories,West,Premium,Alice Monroe,4,35.47,0.02,139.05,Pending
ORD-20876,2024-06-07,Laptop,Electronics,West,Standard,Henry Zhang,1,1191.1,0.18,976.7,Completed
ORD-21157,2024-06-07,Keyboard,Accessories,East,Premium,Frank Torres,5,77.81,0.1,350.13,Completed
ORD-20184,2024-06-08,Webcam,Electronics,West,Standard,David Kim,3,96.74,0.14,249.58,Pending
ORD-20571,2024-06-08,Webcam,Electronics,South,Standard,David Kim,5,86.54,0.11,385.11,Completed
ORD-20879,2024-06-08,Headset,Electronics,East,Budget,Carol Singh,2,130.07,0.19,210.71,Completed
ORD-20567,2024-06-08,Monitor,Electronics,West,Standard,Frank Torres,4,347.23,0.11,1236.13,Completed
ORD-20362,2024-06-08,Docking Station,Accessories,South,Budget,Alice Monroe,1,200.14,0.07,186.13,Completed
ORD-20538,2024-06-08,Laptop,Electronics,North,Budget,Eva Patel,1,1143.75,0.07,1063.69,Pending
ORD-20886,2024-06-09,Docking Station,Accessories,West,Premium,Carol Singh,11,195.18,0.18,1760.56,Pending
ORD-20055,2024-06-09,Keyboard,Accessories,South,Standard,Grace Lee,8,77.58,0.18,508.95,Pending
ORD-20354,2024-06-10,Laptop,Electronics,North,Budget,David Kim,8,1154.12,0.19,7478.72,Completed
ORD-20731,2024-06-10,Docking Station,Accessories,East,Premium,Bob Chen,3,188.05,0.11,502.09,Returned
ORD-20230,2024-06-10,Webcam,Electronics,South,Premium,Alice Monroe,3,94.39,0.02,277.5,Completed
ORD-20907,2024-06-10,Mouse,Accessories,West,Standard,Grace Lee,8,46.65,0.18,306.02,Completed
ORD-20034,2024-06-11,Headset,Electronics,South,Standard,Eva Patel,3,109.8,0.0,329.4,Pending
ORD-20864,2024-06-11,Webcam,Electronics,East,Premium,Carol Singh,12,85.62,0.2,821.97,Completed
ORD-20742,2024-06-11,Webcam,Electronics,East,Premium,David Kim,12,85.06,0.16,857.38,Completed
ORD-21128,2024-06-12,USB Hub,Accessories,North,Standard,Carol Singh,4,36.53,0.04,140.26,Completed
ORD-20670,2024-06-12,USB Hub,Accessories,East,Standard,Eva Patel,8,32.53,0.09,236.79,Completed
ORD-20067,2024-06-12,Webcam,Electronics,North,Budget,David Kim,1,95.46,0.11,84.96,Returned
ORD-20791,2024-06-12,Laptop,Electronics,West,Budget,Bob Chen,3,1259.95,0.2,3023.88,Completed
ORD-20939,2024-06-12,Headset,Electronics,South,Standard,Alice Monroe,8,110.4,0.1,794.86,Completed
ORD-21024,2024-06-12,Docking Station,Accessories,West,Budget,Alice Monroe,2,202.49,0.02,396.88,Completed
ORD-20463,2024-06-12,USB Hub,Accessories,South,Premium,Frank Torres,9,33.51,0.15,256.33,Completed
ORD-21085,2024-06-13,Mouse,Accessories,North,Premium,Carol Singh,12,41.44,0.03,482.36,Completed
ORD-20470,2024-06-13,Webcam,Electronics,North,Premium,Frank Torres,2,98.77,0.12,173.83,Completed
ORD-20298,2024-06-14,Keyboard,Accessories,East,Budget,Eva Patel,2,80.35,0.03,155.88,Completed
ORD-20831,2024-06-14,Docking Station,Accessories,North,Budget,Carol Singh,12,186.23,0.06,2100.65,Completed
ORD-20681,2024-06-14,USB Hub,Accessories,South,Budget,Carol Singh,5,33.18,0.09,150.97,Completed
ORD-20010,2024-06-14,Docking Station,Accessories,North,Standard,David Kim,12,194.13,0.18,1910.25,Completed
ORD-20049,2024-06-14,Mouse,Accessories,North,Premium,David Kim,11,48.55,0.17,443.29,Completed
ORD-20077,2024-06-15,Webcam,Electronics,North,Standard,David Kim,6,94.82,0.14,489.28,Returned
ORD-20499,2024-06-15,USB Hub,Accessories,North,Premium,Carol Singh,10,38.32,0.05,364.05,Returned
ORD-20509,2024-06-15,Headset,Electronics,East,Standard,David Kim,10,122.24,0.02,1197.95,Completed
ORD-20011,2024-06-16,USB Hub,Accessories,East,Budget,Henry Zhang,8,35.22,0.19,228.2,Pending
ORD-20453,2024-06-16,Headset,Electronics,North,Standard,David Kim,9,128.22,0.01,1142.43,Completed
ORD-20403,2024-06-16,Keyboard,Accessories,South,Standard,Carol Singh,7,77.78,0.05,517.21,Completed
ORD-20186,2024-06-17,Webcam,Electronics,East,Standard,Grace Lee,4,91.53,0.18,300.21,Pending
ORD-20031,2024-06-17,Laptop,Electronics,West,Budget,Frank Torres,4,1137.58,0.11,4049.79,Completed
ORD-20616,2024-06-18,Laptop,Electronics,North,Premium,David Kim,4,1166.99,0.2,3734.37,Completed
ORD-21075,2024-06-18,USB Hub,Accessories,East,Premium,Bob Chen,4,38.07,0.05,144.68,Completed
ORD-20357,2024-06-18,Laptop,Electronics,South,Standard,Bob Chen,7,1174.84,0.06,7730.42,Completed
ORD-20642,2024-06-18,Mouse,Accessories,North,Standard,David Kim,9,41.09,0.15,314.32,Pending
ORD-20300,2024-06-19,Docking Station,Accessories,South,Standard,Carol Singh,4,189.03,0.07,703.2,Pending
ORD-20444,2024-06-19,Docking Station,Accessories,West,Premium,Henry Zhang,10,216.86,0.0,2168.6,Completed
ORD-20157,2024-06-19,Monitor,Electronics,East,Budget,Henry Zhang,8,374.35,0.12,2635.42,Completed
ORD-20024,2024-06-19,Laptop,Electronics,North,Standard,Eva Patel,7,1258.44,0.01,8720.98,Completed
ORD-20601,2024-06-19,Mouse,Accessories,North,Budget,Frank Torres,11,42.31,0.01,460.77,Returned
ORD-20114,2024-06-20,Mouse,Accessories,North,Standard,Eva Patel,10,43.07,0.02,422.07,Returned
ORD-20201,2024-06-20,Webcam,Electronics,West,Standard,Grace Lee,8,89.97,0.05,683.81,Completed
ORD-20859,2024-06-20,USB Hub,Accessories,North,Standard,Alice Monroe,5,37.46,0.19,151.7,Pending
ORD-20993,2024-06-20,Webcam,Electronics,South,Premium,Henry Zhang,11,98.05,0.13,938.3,Pending
ORD-20412,2024-06-21,Headset,Electronics,West,Standard,Frank Torres,10,112.18,0.03,1088.15,Pending
ORD-20792,2024-06-21,Monitor,Electronics,South,Premium,Grace Lee,11,355.46,0.02,3831.9,Completed
ORD-20516,2024-06-21,Docking Station,Accessories,West,Premium,David Kim,2,187.6,0.09,341.42,Completed
ORD-20508,2024-06-21,Headset,Electronics,West,Premium,Henry Zhang,6,125.79,0.11,671.72,Completed
ORD-20121,2024-06-23,Keyboard,Accessories,North,Budget,Grace Lee,12,87.1,0.04,1003.39,Completed
ORD-20526,2024-06-23,Webcam,Electronics,East,Budget,Carol Singh,3,89.3,0.03,259.87,Completed
ORD-20141,2024-06-23,Headset,Electronics,East,Standard,David Kim,3,126.89,0.03,369.26,Completed
ORD-21054,2024-06-23,Headset,Electronics,South,Budget,Grace Lee,5,119.52,0.06,561.75,Completed
ORD-20790,2024-06-23,Laptop,Electronics,East,Premium,David Kim,12,1224.81,0.13,12786.97,Returned
ORD-20802,2024-06-24,Docking Station,Accessories,South,Budget,Frank Torres,6,191.75,0.12,1012.42,Completed
ORD-20523,2024-06-25,Laptop,Electronics,East,Premium,Alice Monroe,5,1302.66,0.03,6317.88,Returned
ORD-20219,2024-06-25,Docking Station,Accessories,South,Standard,Alice Monroe,8,188.74,0.05,1434.4,Returned
ORD-20839,2024-06-25,USB Hub,Accessories,East,Budget,David Kim,10,35.33,0.13,307.37,Completed
ORD-20193,2024-06-25,Keyboard,Accessories,North,Standard,Grace Lee,2,81.61,0.19,132.21,Returned
ORD-20337,2024-06-25,USB Hub,Accessories,North,Standard,Alice Monroe,11,33.82,0.03,360.86,Completed
ORD-20044,2024-06-26,Docking Station,Accessories,East,Standard,Frank Torres,5,183.97,0.12,809.48,Completed
ORD-20902,2024-06-26,Headset,Electronics,North,Budget,Carol Singh,6,125.97,0.11,672.7,Pending
ORD-20229,2024-06-27,Mouse,Accessories,North,Standard,Henry Zhang,11,46.92,0.12,454.18,Completed
ORD-21126,2024-06-27,Keyboard,Accessories,East,Budget,Frank Torres,11,82.15,0.2,722.95,Completed
ORD-20308,2024-06-27,Keyboard,Accessories,East,Premium,Henry Zhang,12,78.79,0.11,841.5,Completed
ORD-20037,2024-06-28,Mouse,Accessories,East,Premium,David Kim,3,46.51,0.13,121.39,Completed
ORD-20038,2024-06-28,Headset,Electronics,South,Standard,Carol Singh,9,109.61,0.11,877.95,Completed
ORD-20299,2024-06-29,Monitor,Electronics,East,Premium,Frank Torres,12,372.68,0.12,3935.47,Completed
ORD-20651,2024-06-29,Webcam,Electronics,East,Premium,Frank Torres,10,97.26,0.17,807.29,Pending
ORD-20904,2024-06-29,Laptop,Electronics,West,Standard,Eva Patel,2,1203.4,0.05,2286.45,Returned
ORD-20577,2024-06-30,Laptop,Electronics,East,Premium,Alice Monroe,9,1234.44,0.19,8999.1,Pending
ORD-20035,2024-06-30,Keyboard,Accessories,East,Standard,Henry Zhang,8,76.74,0.08,564.81,Pending
ORD-21155,2024-06-30,Keyboard,Accessories,East,Standard,Grace Lee,9,82.73,0.11,662.63,Returned
ORD-20319,2024-07-01,Keyboard,Accessories,South,Standard,Grace Lee,9,80.51,0.13,630.37,Returned
ORD-20058,2024-07-02,Docking Station,Accessories,West,Standard,Frank Torres,11,182.64,0.19,1627.29,Completed
ORD-21175,2024-07-02,Webcam,Electronics,West,Budget,Frank Torres,5,97.51,0.01,482.69,Pending
ORD-20932,2024-07-02,Webcam,Electronics,East,Premium,Carol Singh,4,96.67,0.01,382.83,Completed
ORD-20699,2024-07-03,USB Hub,Accessories,West,Premium,Grace Lee,3,34.13,0.13,89.09,Returned
ORD-20216,2024-07-03,Mouse,Accessories,East,Budget,Frank Torres,1,43.02,0.19,34.84,Completed
ORD-20680,2024-07-03,Monitor,Electronics,East,Premium,Frank Torres,7,346.21,0.15,2059.97,Pending
ORD-21124,2024-07-04,Monitor,Electronics,West,Standard,Eva Patel,4,367.88,0.0,1471.51,Pending
ORD-20379,2024-07-04,Docking Station,Accessories,East,Premium,Eva Patel,6,190.7,0.12,1006.9,Completed
ORD-20360,2024-07-05,Laptop,Electronics,East,Standard,Frank Torres,8,1086.94,0.06,8173.81,Completed
ORD-20761,2024-07-05,Monitor,Electronics,East,Standard,David Kim,4,337.86,0.16,1135.21,Completed
ORD-20882,2024-07-06,Laptop,Electronics,West,Budget,Carol Singh,5,1173.83,0.18,4812.71,Completed
ORD-20687,2024-07-06,Docking Station,Accessories,South,Premium,Eva Patel,5,197.48,0.09,898.52,Completed
ORD-20042,2024-07-07,Monitor,Electronics,South,Standard,David Kim,4,382.14,0.12,1345.14,Completed
ORD-21081,2024-07-08,Docking Station,Accessories,East,Premium,Grace Lee,7,198.8,0.1,1252.46,Completed
ORD-20964,2024-07-08,Laptop,Electronics,East,Standard,Carol Singh,6,1229.72,0.08,6788.06,Completed
ORD-20495,2024-07-08,Monitor,Electronics,East,Premium,David Kim,1,359.08,0.02,351.89,Completed
ORD-21107,2024-07-09,Docking Station,Accessories,West,Budget,Bob Chen,10,181.35,0.1,1632.13,Completed
ORD-20136,2024-07-09,Webcam,Electronics,North,Premium,Grace Lee,1,96.82,0.03,93.92,Completed
ORD-20611,2024-07-09,Laptop,Electronics,North,Premium,Alice Monroe,11,1197.83,0.12,11595.01,Returned
ORD-20563,2024-07-09,Docking Station,Accessories,West,Standard,David Kim,3,217.83,0.03,633.9,Completed
ORD-21184,2024-07-09,Monitor,Electronics,South,Premium,Alice Monroe,2,344.13,0.01,681.37,Completed
ORD-21066,2024-07-10,USB Hub,Accessories,South,Budget,Bob Chen,4,34.71,0.11,123.58,Completed
ORD-20236,2024-07-10,Monitor,Electronics,North,Standard,Alice Monroe,3,362.62,0.11,968.2,Returned
ORD-20653,2024-07-11,USB Hub,Accessories,West,Standard,Eva Patel,1,38.14,0.19,30.89,Completed
ORD-20615,2024-07-11,Monitor,Electronics,East,Premium,Frank Torres,1,348.22,0.14,299.47,Returned
ORD-20105,2024-07-12,Mouse,Accessories,North,Budget,Frank Torres,4,48.77,0.13,169.73,Returned
ORD-20703,2024-07-13,Webcam,Electronics,South,Premium,Eva Patel,5,96.86,0.14,416.52,Completed
ORD-20450,2024-07-13,Mouse,Accessories,West,Premium,Grace Lee,4,43.77,0.09,159.32,Completed
ORD-20956,2024-07-13,Laptop,Electronics,East,Standard,Frank Torres,2,1244.56,0.03,2414.44,Completed
ORD-20811,2024-07-14,Monitor,Electronics,East,Budget,Bob Chen,11,377.2,0.08,3817.3,Pending
ORD-20283,2024-07-14,Docking Station,Accessories,North,Standard,Henry Zhang,2,213.08,0.11,379.28,Completed
ORD-20252,2024-07-14,Monitor,Electronics,South,Budget,Eva Patel,12,352.46,0.03,4102.67,Completed
ORD-20727,2024-07-14,Webcam,Electronics,North,Budget,David Kim,12,89.04,0.16,897.56,Returned
ORD-20549,2024-07-15,Laptop,Electronics,East,Standard,Carol Singh,11,1273.25,0.01,13865.73,Completed
ORD-20691,2024-07-15,Monitor,Electronics,South,Premium,Grace Lee,4,328.71,0.05,1249.1,Returned
ORD-21025,2024-07-16,Monitor,Electronics,North,Budget,Alice Monroe,4,320.53,0.03,1243.67,Returned
ORD-20100,2024-07-16,Laptop,Electronics,North,Standard,Alice Monroe,11,1138.45,0.14,10769.78,Pending
ORD-20187,2024-07-16,Laptop,Electronics,South,Budget,Eva Patel,2,1090.11,0.14,1874.98,Returned
ORD-20079,2024-07-16,Mouse,Accessories,North,Premium,Grace Lee,5,47.91,0.04,229.99,Pending
ORD-20572,2024-07-16,Monitor,Electronics,East,Budget,Bob Chen,2,346.35,0.2,554.17,Completed
ORD-20780,2024-07-16,Webcam,Electronics,East,Standard,Bob Chen,12,94.36,0.14,973.77,Pending
ORD-20256,2024-07-17,USB Hub,Accessories,South,Standard,Grace Lee,3,32.44,0.16,81.75,Completed
ORD-20261,2024-07-17,Keyboard,Accessories,East,Budget,Frank Torres,9,83.27,0.18,614.52,Pending
ORD-20120,2024-07-17,USB Hub,Accessories,South,Premium,Eva Patel,7,36.47,0.01,252.77,Completed
ORD-21033,2024-07-18,Laptop,Electronics,South,Premium,David Kim,12,1313.82,0.19,12770.35,Returned
ORD-20837,2024-07-19,Monitor,Electronics,North,Budget,Alice Monroe,7,363.44,0.16,2137.01,Pending
ORD-20406,2024-07-19,Headset,Electronics,West,Premium,Frank Torres,9,124.84,0.04,1078.62,Completed
ORD-20473,2024-07-19,Headset,Electronics,West,Standard,Alice Monroe,5,108.77,0.03,527.53,Completed
ORD-21005,2024-07-19,Laptop,Electronics,North,Budget,Henry Zhang,4,1138.58,0.11,4053.35,Completed
ORD-20810,2024-07-19,Mouse,Accessories,East,Budget,Frank Torres,3,42.14,0.17,104.92,Completed
ORD-20749,2024-07-20,Mouse,Accessories,East,Premium,Grace Lee,5,41.32,0.01,204.54,Returned
ORD-20173,2024-07-20,Headset,Electronics,West,Standard,Carol Singh,12,114.54,0.1,1237.04,Pending
ORD-20804,2024-07-20,USB Hub,Accessories,South,Budget,Alice Monroe,12,38.08,0.16,383.8,Completed
ORD-20344,2024-07-21,Webcam,Electronics,South,Premium,Eva Patel,8,95.77,0.07,712.52,Pending
ORD-20621,2024-07-21,Headset,Electronics,East,Standard,David Kim,12,109.69,0.1,1184.65,Pending
ORD-20647,2024-07-21,Webcam,Electronics,East,Budget,Eva Patel,9,86.12,0.07,720.81,Completed
ORD-21043,2024-07-21,Monitor,Electronics,North,Standard,David Kim,6,348.64,0.09,1903.59,Completed
ORD-20502,2024-07-21,Docking Station,Accessories,South,Premium,Frank Torres,7,201.23,0.04,1352.3,Pending
ORD-20040,2024-07-22,Docking Station,Accessories,East,Premium,David Kim,10,191.58,0.16,1609.29,Returned
ORD-20339,2024-07-22,USB Hub,Accessories,North,Budget,Frank Torres,2,36.41,0.17,60.44,Completed
ORD-21055,2024-07-22,USB Hub,Accessories,North,Premium,David Kim,3,35.38,0.09,96.58,Completed
ORD-20378,2024-07-23,Docking Station,Accessories,East,Premium,Eva Patel,10,189.47,0.13,1648.42,Pending
ORD-20433,2024-07-23,Keyboard,Accessories,East,Premium,Henry Zhang,8,72.18,0.03,560.14,Completed
ORD-20565,2024-07-23,Laptop,Electronics,East,Budget,Frank Torres,3,1111.14,0.12,2933.4,Completed
ORD-20102,2024-07-24,Mouse,Accessories,East,Premium,Eva Patel,4,46.86,0.13,163.09,Completed
ORD-20900,2024-07-25,Webcam,Electronics,East,Standard,Alice Monroe,7,83.89,0.07,546.14,Pending
ORD-20250,2024-07-26,Webcam,Electronics,North,Standard,Henry Zhang,10,87.01,0.07,809.21,Completed
ORD-20276,2024-07-26,Laptop,Electronics,North,Standard,Eva Patel,6,1221.01,0.04,7033.0,Returned
ORD-20147,2024-07-26,Laptop,Electronics,South,Budget,Grace Lee,11,1235.38,0.2,10871.32,Returned
ORD-20466,2024-07-26,Mouse,Accessories,West,Budget,David Kim,12,45.58,0.11,486.84,Pending
ORD-21051,2024-07-26,Docking Station,Accessories,West,Budget,Bob Chen,11,185.44,0.04,1958.29,Pending
ORD-20330,2024-07-26,USB Hub,Accessories,South,Premium,Carol Singh,3,34.56,0.05,98.51,Completed
ORD-20176,2024-07-27,Keyboard,Accessories,North,Premium,Grace Lee,8,77.81,0.13,541.56,Completed
ORD-20274,2024-07-27,Mouse,Accessories,West,Standard,David Kim,10,41.9,0.19,339.42,Returned
ORD-21064,2024-07-28,USB Hub,Accessories,East,Standard,Bob Chen,10,35.17,0.1,316.53,Completed
ORD-20664,2024-07-29,USB Hub,Accessories,West,Standard,Alice Monroe,3,36.47,0.06,102.86,Completed
ORD-21028,2024-07-29,Webcam,Electronics,South,Premium,Grace Lee,3,85.12,0.05,242.59,Completed
ORD-20418,2024-07-29,Laptop,Electronics,North,Standard,Bob Chen,7,1310.03,0.13,7978.09,Returned
ORD-20871,2024-07-29,Mouse,Accessories,South,Premium,Grace Lee,12,42.38,0.06,478.03,Completed
ORD-20748,2024-07-29,Mouse,Accessories,South,Budget,David Kim,8,49.26,0.12,346.82,Completed
ORD-21096,2024-07-29,Laptop,Electronics,North,Premium,Eva Patel,9,1245.91,0.07,10428.29,Pending
ORD-21041,2024-07-29,Docking Station,Accessories,South,Premium,Grace Lee,4,217.47,0.09,791.58,Pending
ORD-20483,2024-07-30,Docking Station,Accessories,East,Budget,Henry Zhang,8,200.03,0.18,1312.19,Completed
ORD-21050,2024-07-31,Mouse,Accessories,South,Standard,Frank Torres,3,47.19,0.17,117.5,Completed
ORD-21039,2024-07-31,Laptop,Electronics,North,Premium,David Kim,6,1125.15,0.17,5603.25,Pending
ORD-20267,2024-07-31,Mouse,Accessories,West,Budget,Grace Lee,2,48.72,0.1,87.7,Completed
ORD-20737,2024-07-31,Docking Station,Accessories,North,Budget,Carol Singh,5,209.18,0.12,920.39,Completed
ORD-20443,2024-07-31,Laptop,Electronics,North,Standard,Grace Lee,6,1251.8,0.07,6985.04,Completed
ORD-21004,2024-08-01,Headset,Electronics,South,Budget,Henry Zhang,12,125.26,0.19,1217.54,Completed
ORD-20169,2024-08-02,Mouse,Accessories,West,Premium,Alice Monroe,9,45.39,0.04,392.14,Pending
ORD-20359,2024-08-02,Monitor,Electronics,North,Premium,Frank Torres,4,365.74,0.09,1331.3,Completed
ORD-20682,2024-08-03,Headset,Electronics,West,Budget,Henry Zhang,11,114.48,0.02,1234.06,Pending
ORD-20458,2024-08-04,USB Hub,Accessories,East,Premium,Alice Monroe,10,34.39,0.01,340.42,Returned
ORD-20215,2024-08-04,Headset,Electronics,North,Standard,Bob Chen,1,116.54,0.02,114.21,Returned
ORD-20415,2024-08-04,Keyboard,Accessories,East,Premium,Eva Patel,6,86.4,0.11,461.38,Completed
ORD-21172,2024-08-04,Mouse,Accessories,North,Premium,Eva Patel,12,49.43,0.02,581.29,Completed
ORD-20487,2024-08-04,Docking Station,Accessories,North,Standard,Bob Chen,10,212.42,0.08,1954.26,Completed
ORD-20722,2024-08-05,Docking Station,Accessories,South,Standard,Alice Monroe,4,204.75,0.02,802.62,Completed
ORD-20989,2024-08-05,Laptop,Electronics,South,Premium,Henry Zhang,9,1207.81,0.13,9457.12,Completed
ORD-20897,2024-08-05,USB Hub,Accessories,West,Budget,Bob Chen,8,37.89,0.13,263.69,Completed
ORD-20292,2024-08-05,Keyboard,Accessories,East,Budget,Bob Chen,3,78.67,0.06,221.84,Pending
ORD-20862,2024-08-06,Laptop,Electronics,South,Standard,Bob Chen,7,1189.85,0.13,7246.17,Returned
ORD-20772,2024-08-06,Webcam,Electronics,South,Premium,Alice Monroe,12,92.81,0.04,1069.14,Completed
ORD-20875,2024-08-06,Laptop,Electronics,South,Budget,David Kim,11,1241.28,0.13,11879.0,Returned
ORD-20547,2024-08-06,Headset,Electronics,North,Standard,Grace Lee,8,130.6,0.07,971.69,Completed
ORD-21161,2024-08-06,Headset,Electronics,West,Budget,Bob Chen,9,110.57,0.19,806.05,Completed
ORD-20913,2024-08-06,Headset,Electronics,North,Budget,David Kim,3,131.22,0.02,385.78,Completed
ORD-20814,2024-08-07,Laptop,Electronics,South,Budget,David Kim,6,1238.42,0.17,6167.33,Pending
ORD-21147,2024-08-07,Laptop,Electronics,South,Premium,Bob Chen,1,1097.22,0.13,954.58,Returned
ORD-21149,2024-08-07,Headset,Electronics,South,Standard,Alice Monroe,12,119.04,0.01,1414.25,Returned
ORD-20661,2024-08-07,USB Hub,Accessories,West,Premium,Carol Singh,6,32.62,0.09,178.08,Completed
ORD-20968,2024-08-07,Keyboard,Accessories,West,Premium,Alice Monroe,5,79.02,0.16,331.89,Completed
ORD-20630,2024-08-08,Monitor,Electronics,North,Premium,David Kim,8,365.34,0.04,2805.82,Returned
ORD-20581,2024-08-08,Docking Station,Accessories,North,Budget,Henry Zhang,7,186.82,0.19,1059.3,Returned
ORD-21026,2024-08-08,Webcam,Electronics,East,Standard,Eva Patel,2,88.61,0.12,155.95,Completed
ORD-21037,2024-08-09,USB Hub,Accessories,East,Standard,David Kim,5,37.56,0.2,150.23,Completed
ORD-20844,2024-08-10,Keyboard,Accessories,South,Premium,Eva Patel,3,75.58,0.09,206.33,Pending
ORD-20240,2024-08-10,Headset,Electronics,East,Standard,Grace Lee,4,131.1,0.14,450.98,Completed
ORD-20708,2024-08-11,Laptop,Electronics,North,Standard,David Kim,3,1305.87,0.14,3369.15,Returned
ORD-21152,2024-08-11,Laptop,Electronics,South,Premium,David Kim,3,1315.39,0.02,3867.24,Completed
ORD-21003,2024-08-11,Mouse,Accessories,South,Premium,David Kim,2,48.49,0.13,84.37,Pending
ORD-20170,2024-08-12,Headset,Electronics,South,Premium,Grace Lee,7,122.35,0.13,745.12,Completed
ORD-20041,2024-08-12,Docking Station,Accessories,North,Budget,David Kim,1,198.27,0.06,186.37,Pending
ORD-20073,2024-08-13,Headset,Electronics,South,Budget,Eva Patel,3,122.44,0.02,359.97,Completed
ORD-20884,2024-08-13,Keyboard,Accessories,North,Standard,Frank Torres,1,72.71,0.04,69.8,Completed
ORD-20646,2024-08-13,USB Hub,Accessories,East,Budget,Grace Lee,9,36.96,0.05,315.97,Completed
ORD-20355,2024-08-13,Webcam,Electronics,East,Premium,David Kim,6,89.77,0.1,484.75,Completed
ORD-20185,2024-08-14,Monitor,Electronics,North,Premium,Bob Chen,7,378.41,0.17,2198.59,Pending
ORD-20746,2024-08-14,Webcam,Electronics,West,Premium,Grace Lee,6,94.27,0.05,537.36,Completed
